vendor_id,vendor_name,category,spend_amount,date,department,payment_method,transaction_type,year,month,month_name,quarter,quarter_label,spend_tier
V020,Blue Dart Express,Logistics,64107.13,08-01-2023,Sales,UPI,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V019,DHL India,Telecom,76798.76,21-08-2023,Finance,NEFT,Invoice,2023,8,August,3,Q3,Strategic (₹50K–2L)
V009,Cognizant India,HR & Payroll,66244.03,24-03-2023,Procurement,Credit Card,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V006,l&t infotech,Logistics,30127.31,06-06-2023,R&D,Credit Card,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V017,Airtel Business,Logistics,93386.45,01-06-2023,Administration,Credit Card,Invoice,2023,6,June,2,Q2,Strategic (₹50K–2L)
V004,HCL Technologies,Facilities,26934.32,31-10-2023,Operations,UPI,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V010,Capgemini India,Cloud Infrastructure,135744.84,29-04-2023,R&D,UPI,Invoice,2023,4,April,2,Q2,Strategic (₹50K–2L)
V018,BSNL,Marketing,46953.47,15-10-2023,Procurement,Unknown,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V004,HCL Technologies,HR & Payroll,54513.07,22-12-2023,HR,Credit Card,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V001,Tata Consultancy Services,Logistics,58299.14,27-07-2023,Procurement,Cheque,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V013,Oracle India,HR & Payroll,36544.74,22-05-2023,HR,Credit Card,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V005,Tech Mahindra,Cloud Infrastructure,38440.94,16-10-2023,Operations,Unknown,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V018,BSNL,Unknown,11183.44,25-11-2023,Sales,NEFT,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V004,HCL Technologies,Logistics,34918.3,15-07-2023,IT,Unknown,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V015,IBM India,Facilities,30440.56,07-05-2023,HR,Cheque,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V014,SAP India,Telecom,36544.74,18-08-2023,Administration,Unknown,Invoice,2023,8,August,3,Q3,Mid (₹10K–50K)
V003,Wipro Technologies,Cloud Infrastructure,6707.92,08-04-2023,Sales,Bank Transfer,Invoice,2023,4,April,2,Q2,Tail (<₹10K)
V019,DHL India,Cloud Infrastructure,5896.91,01-07-2023,Procurement,Unknown,Invoice,2023,7,July,3,Q3,Tail (<₹10K)
V016,Reliance Jio,Unknown,8291.31,14-06-2023,Administration,Unknown,Invoice,2023,6,June,2,Q2,Tail (<₹10K)
V010,Capgemini India,Legal & Compliance,64125.64,22-11-2023,HR,NEFT,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V004,HCL Technologies,Facilities,10770.89,02-02-2023,R&D,Cheque,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V011,Amazon Web Services,Marketing,2557.12,26-07-2023,IT,Bank Transfer,Invoice,2023,7,July,3,Q3,Tail (<₹10K)
V020,Blue Dart Express,IT Services,24694.53,16-04-2023,HR,Bank Transfer,Invoice,2023,4,April,2,Q2,Mid (₹10K–50K)
V009,Cognizant India,Cloud Infrastructure,187654.52,30-07-2023,IT,Bank Transfer,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V014,SAP India,HR & Payroll,39692.35,23-03-2023,Marketing,Unknown,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V007,Mphasis,HR & Payroll,12194.44,14-03-2023,Marketing,Bank Transfer,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V018,BSNL,Legal & Compliance,12919.06,19-05-2023,Procurement,NEFT,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V011,Amazon Web Services,Logistics,24070.51,24-05-2023,Legal,UPI,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V005,Tech Mahindra,Telecom,16118.03,28-12-2023,Sales,Cheque,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V016,Reliance Jio,IT Services,204819.08,23-03-2023,Sales,Bank Transfer,Invoice,2023,3,March,1,Q1,Critical (>₹2L)
V013,ORACLE INDIA,Marketing,271502,08-01-2023,Legal,RTGS,Invoice,2023,1,January,1,Q1,Critical (>₹2L)
V016,Reliance Jio,HR & Payroll,64522.92,09-03-2023,Operations,Credit Card,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V016,reliance jio,Cloud Infrastructure,8230.97,20-11-2023,HR,Credit Card,Invoice,2023,11,November,4,Q4,Tail (<₹10K)
V003,Wipro Technologies,HR & Payroll,30611.92,16-06-2023,Legal,NEFT,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V007,Mphasis,Cloud Infrastructure,72021.39,01-03-2023,Administration,RTGS,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V006,L&T Infotech,HR & Payroll,3847,21-11-2023,Legal,Bank Transfer,Invoice,2023,11,November,4,Q4,Tail (<₹10K)
V004,HCL Technologies,Telecom,40928.49,06-12-2023,Marketing,Cheque,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V006,L&T Infotech,Legal & Compliance,6779.91,12-01-2023,Finance,NEFT,Invoice,2023,1,January,1,Q1,Tail (<₹10K)
V010,Capgemini India,Telecom,168248.59,03-09-2023,Marketing,NEFT,Invoice,2023,9,September,3,Q3,Strategic (₹50K–2L)
V018,BSNL,Cloud Infrastructure,75660.5,07-10-2023,IT,Bank Transfer,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V005,Tech Mahindra,Cloud Infrastructure,3038.35,16-10-2023,Sales,Bank Transfer,Invoice,2023,10,October,4,Q4,Tail (<₹10K)
V008,Hexaware Technologies,HR & Payroll,3631.77,24-01-2023,Marketing,Bank Transfer,Invoice,2023,1,January,1,Q1,Tail (<₹10K)
V003,wipro technologies,Telecom,4702.93,09-03-2023,Operations,UPI,Invoice,2023,3,March,1,Q1,Tail (<₹10K)
V012,Microsoft India,Telecom,53490.66,05-10-2023,IT,Credit Card,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V018,BSNL,Facilities,10904.87,20-03-2023,Marketing,NEFT,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V014,SAP India,Marketing,2839.33,24-09-2023,R&D,NEFT,Invoice,2023,9,September,3,Q3,Tail (<₹10K)
V017,Airtel Business,HR & Payroll,58809.23,19-02-2023,Operations,UPI,Invoice,2023,2,February,1,Q1,Strategic (₹50K–2L)
V012,Microsoft India,Facilities,4648.22,09-08-2023,Legal,Bank Transfer,Invoice,2023,8,August,3,Q3,Tail (<₹10K)
V005,Tech Mahindra,Cloud Infrastructure,9418.48,11-07-2023,IT,Credit Card,Invoice,2023,7,July,3,Q3,Tail (<₹10K)
V005,tech mahindra,Legal & Compliance,5276.51,14-08-2023,Operations,Bank Transfer,Invoice,2023,8,August,3,Q3,Tail (<₹10K)
V006,L&T Infotech,Legal & Compliance,17838.73,07-12-2023,HR,UPI,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V018,BSNL,Unknown,21161.13,06-04-2023,IT,Credit Card,Invoice,2023,4,April,2,Q2,Mid (₹10K–50K)
V012,Microsoft India,Legal & Compliance,45421.7,15-01-2023,HR,RTGS,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V015,IBM India,IT Services,18463.12,15-09-2023,IT,RTGS,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V008,Hexaware Technologies,Cloud Infrastructure,54041.96,20-01-2023,Procurement,Unknown,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V019,DHL India,Logistics,38356.77,15-09-2023,Procurement,UPI,Credit Note,2023,9,September,3,Q3,Mid (₹10K–50K)
V016,Reliance Jio,HR & Payroll,40912.82,11-08-2023,R&D,NEFT,Invoice,2023,8,August,3,Q3,Mid (₹10K–50K)
V016,Reliance Jio,Facilities,128612.91,27-12-2023,Sales,NEFT,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V008,Hexaware Technologies,Marketing,43498.1,24-02-2023,Administration,NEFT,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V002,Infosys Ltd,HR & Payroll,97782.37,23-07-2023,Finance,Unknown,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V001,Tata Consultancy Services,IT Services,79001.83,12-04-2023,Sales,Credit Card,Invoice,2023,4,April,2,Q2,Strategic (₹50K–2L)
V003,Wipro Technologies,Logistics,17201.65,15-12-2023,R&D,UPI,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V020,Blue Dart Express,Marketing,13397.99,23-02-2023,R&D,Cheque,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V017,Airtel Business,Unknown,20894.34,09-07-2023,HR,RTGS,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V011,Amazon Web Services,Cloud Infrastructure,134153.6,18-09-2023,Procurement,RTGS,Invoice,2023,9,September,3,Q3,Strategic (₹50K–2L)
V004,HCL TECHNOLOGIES,Logistics,12214.4,27-02-2023,Legal,RTGS,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V008,Hexaware Technologies,Telecom,27052.49,10-12-2023,Legal,Credit Card,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V015,IBM India,Logistics,85300.69,30-10-2023,R&D,Bank Transfer,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V015,IBM India,Cloud Infrastructure,7590.38,05-03-2023,IT,UPI,Invoice,2023,3,March,1,Q1,Tail (<₹10K)
V014,SAP India,Marketing,57577,15-02-2023,Procurement,Credit Card,Invoice,2023,2,February,1,Q1,Strategic (₹50K–2L)
V004,HCL Technologies,Logistics,24509.24,24-10-2023,Operations,Bank Transfer,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V019,DHL India,Legal & Compliance,79353.63,19-03-2023,Legal,Cheque,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V002,Infosys Ltd,Legal & Compliance,61857.17,14-12-2023,Sales,NEFT,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V008,Hexaware Technologies,Marketing,48181.84,29-10-2023,Finance,UPI,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V012,Microsoft India,Facilities,349208.02,19-06-2023,Sales,RTGS,Invoice,2023,6,June,2,Q2,Critical (>₹2L)
V018,BSNL,Marketing,52148.82,14-07-2023,Sales,Cheque,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V007,Mphasis,Facilities,113607.93,30-05-2023,Legal,Credit Card,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V013,Oracle India,Logistics,14531.72,25-11-2023,Operations,UPI,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V017,Airtel Business,Telecom,77189.18,12-01-2023,Marketing,Cheque,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V016,Reliance Jio,IT Services,46659.71,14-07-2023,IT,Bank Transfer,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V017,Airtel Business,Legal & Compliance,6952.08,23-07-2023,Operations,Unknown,Invoice,2023,7,July,3,Q3,Tail (<₹10K)
V001,Tata Consultancy Services,Facilities,8601.09,07-12-2023,IT,Credit Card,Invoice,2023,12,December,4,Q4,Tail (<₹10K)
V013,Oracle India,IT Services,3863.32,03-02-2023,Legal,RTGS,Invoice,2023,2,February,1,Q1,Tail (<₹10K)
V013,Oracle India,IT Services,20538.69,04-02-2023,Legal,RTGS,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V005,Tech Mahindra,HR & Payroll,502707.37,12-06-2023,Procurement,RTGS,Invoice,2023,6,June,2,Q2,Critical (>₹2L)
V012,Microsoft India,Marketing,14791.62,15-10-2023,Procurement,UPI,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V005,Tech Mahindra,Telecom,59040.45,31-05-2023,Finance,NEFT,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V002,Infosys Ltd,Logistics,195507.33,05-03-2023,Administration,Cheque,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V016,Reliance Jio,HR & Payroll,22891.78,26-07-2023,Marketing,NEFT,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V009,Cognizant India,Logistics,115387.51,15-07-2023,R&D,Unknown,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V019,DHL India,IT Services,69705.34,02-01-2023,Legal,Cheque,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V016,Reliance Jio,Telecom,101004.46,12-11-2023,Administration,Bank Transfer,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V003,Wipro Technologies,HR & Payroll,66493.26,12-02-2023,Marketing,RTGS,Invoice,2023,2,February,1,Q1,Strategic (₹50K–2L)
V004,HCL Technologies,Legal & Compliance,481094.48,11-11-2023,R&D,UPI,Invoice,2023,11,November,4,Q4,Critical (>₹2L)
V001,Tata Consultancy Services,Facilities,15811.75,07-06-2023,R&D,Unknown,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V003,Wipro Technologies,Legal & Compliance,8491.16,24-09-2023,Marketing,Cheque,Invoice,2023,9,September,3,Q3,Tail (<₹10K)
V007,Mphasis,HR & Payroll,56031.8,26-05-2023,Operations,UPI,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V010,Capgemini India,Legal & Compliance,101639.91,14-05-2023,Marketing,RTGS,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V005,Tech Mahindra,IT Services,31735.98,02-12-2023,Sales,Cheque,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V014,SAP India,Telecom,36539.03,11-08-2023,IT,NEFT,Invoice,2023,8,August,3,Q3,Mid (₹10K–50K)
V016,Reliance Jio,Logistics,12268.87,22-07-2023,Operations,Unknown,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V019,DHL India,Telecom,17640.49,08-04-2023,Procurement,Bank Transfer,Invoice,2023,4,April,2,Q2,Mid (₹10K–50K)
V016,Reliance Jio,Facilities,18406.2,14-06-2023,Legal,Credit Card,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V004,HCL Technologies,Cloud Infrastructure,30763.46,05-08-2023,R&D,Bank Transfer,Invoice,2023,8,August,3,Q3,Mid (₹10K–50K)
V011,AMAZON WEB SERVICES,Marketing,57001.77,23-04-2023,R&D,Bank Transfer,Invoice,2023,4,April,2,Q2,Strategic (₹50K–2L)
V003,Wipro Technologies,Unknown,67233.1,25-04-2023,Legal,Credit Card,Invoice,2023,4,April,2,Q2,Strategic (₹50K–2L)
V019,DHL India,Marketing,70018.65,27-01-2023,HR,Bank Transfer,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V014,SAP India,Facilities,237416.77,24-07-2023,Administration,NEFT,Invoice,2023,7,July,3,Q3,Critical (>₹2L)
V001,Tata Consultancy Services,Logistics,225877.68,30-08-2023,Finance,UPI,Invoice,2023,8,August,3,Q3,Critical (>₹2L)
V019,DHL INDIA,Marketing,41723.07,17-01-2023,Marketing,RTGS,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V009,Cognizant India,Cloud Infrastructure,16715.85,27-11-2023,HR,Cheque,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V001,Tata Consultancy Services,HR & Payroll,10187.78,19-10-2023,Procurement,Cheque,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V018,bsnl,Logistics,31872.15,27-05-2023,Sales,Bank Transfer,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V001,Tata Consultancy Services,Telecom,116119.37,16-10-2023,Operations,NEFT,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V004,HCL Technologies,Telecom,13767.17,19-05-2023,Legal,Bank Transfer,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V007,Mphasis,Unknown,13956.85,04-07-2023,Finance,Credit Card,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V019,DHL India,Logistics,503101.27,21-01-2023,R&D,Unknown,Invoice,2023,1,January,1,Q1,Critical (>₹2L)
V018,BSNL,HR & Payroll,37242.45,28-08-2023,Sales,RTGS,Invoice,2023,8,August,3,Q3,Mid (₹10K–50K)
V011,Amazon Web Services,Legal & Compliance,48550.25,02-12-2023,HR,Cheque,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V007,Mphasis,Facilities,72583.04,15-12-2023,Operations,Bank Transfer,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V005,Tech Mahindra,Facilities,13257.7,14-01-2023,Operations,Bank Transfer,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V009,Cognizant India,HR & Payroll,11408.25,16-03-2023,HR,Credit Card,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V004,HCL Technologies,HR & Payroll,16413.45,20-01-2023,IT,RTGS,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V002,Infosys Ltd,Logistics,28829.86,08-05-2023,Operations,Bank Transfer,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V005,Tech Mahindra,Telecom,6909.42,08-06-2023,Sales,NEFT,Invoice,2023,6,June,2,Q2,Tail (<₹10K)
V005,Tech Mahindra,Legal & Compliance,9918.36,22-01-2023,Operations,Cheque,Invoice,2023,1,January,1,Q1,Tail (<₹10K)
V017,airtel business,HR & Payroll,45322.58,02-12-2023,Procurement,NEFT,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V003,Wipro Technologies,Marketing,45252.37,12-02-2023,Operations,RTGS,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V018,BSNL,Facilities,4582.95,24-07-2023,R&D,RTGS,Invoice,2023,7,July,3,Q3,Tail (<₹10K)
V002,Infosys Ltd,Unknown,54197.74,30-10-2023,Procurement,Cheque,Invoice,2023,10,October,4,Q4,Strategic (₹50K–2L)
V012,Microsoft India,HR & Payroll,125141.38,07-06-2023,Finance,RTGS,Invoice,2023,6,June,2,Q2,Strategic (₹50K–2L)
V004,HCL Technologies,Cloud Infrastructure,67376.88,08-06-2023,Procurement,Credit Card,Invoice,2023,6,June,2,Q2,Strategic (₹50K–2L)
V014,SAP India,HR & Payroll,20635.21,31-08-2023,Sales,NEFT,Invoice,2023,8,August,3,Q3,Mid (₹10K–50K)
V002,Infosys Ltd,Telecom,39429.74,27-01-2023,Administration,NEFT,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V020,Blue Dart Express,Legal & Compliance,50616.3,06-03-2023,HR,Unknown,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V008,Hexaware Technologies,IT Services,5283.08,14-05-2023,Marketing,Unknown,Invoice,2023,5,May,2,Q2,Tail (<₹10K)
V004,HCL Technologies,Telecom,101486.25,25-02-2023,HR,RTGS,Invoice,2023,2,February,1,Q1,Strategic (₹50K–2L)
V014,SAP India,Legal & Compliance,204746.51,19-08-2023,Operations,Cheque,Invoice,2023,8,August,3,Q3,Critical (>₹2L)
V010,Capgemini India,Telecom,6753.25,11-02-2023,Administration,UPI,Invoice,2023,2,February,1,Q1,Tail (<₹10K)
V001,Tata Consultancy Services,Telecom,96396.07,17-08-2023,IT,UPI,Invoice,2023,8,August,3,Q3,Strategic (₹50K–2L)
V002,Infosys Ltd,Logistics,22877.32,02-01-2023,Finance,RTGS,Invoice,2023,1,January,1,Q1,Mid (₹10K–50K)
V015,IBM India,HR & Payroll,583961.47,10-07-2023,Legal,RTGS,Invoice,2023,7,July,3,Q3,Critical (>₹2L)
V010,Capgemini India,HR & Payroll,39037.43,10-05-2023,Finance,Unknown,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V003,Wipro Technologies,Telecom,8124.67,16-12-2023,Operations,Unknown,Invoice,2023,12,December,4,Q4,Tail (<₹10K)
V002,Infosys Ltd,Logistics,146648.89,24-03-2023,IT,RTGS,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V011,Amazon Web Services,Facilities,166091.38,20-12-2023,IT,Cheque,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V016,Reliance Jio,Cloud Infrastructure,10045.99,08-11-2023,Legal,NEFT,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V001,Tata Consultancy Services,Marketing,58974.54,06-12-2023,Marketing,UPI,Invoice,2023,12,December,4,Q4,Strategic (₹50K–2L)
V002,Infosys Ltd,Legal & Compliance,13429.46,27-09-2023,Administration,Cheque,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V016,Reliance Jio,Marketing,102632.12,30-05-2023,IT,Cheque,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V013,Oracle India,Facilities,11126.99,26-12-2023,Procurement,Cheque,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V003,WIPRO TECHNOLOGIES,Marketing,14030.31,08-10-2023,IT,Credit Card,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V012,Microsoft India,Telecom,15116.77,26-05-2023,R&D,Unknown,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V006,L&T Infotech,Logistics,47987.91,20-12-2023,Procurement,RTGS,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V012,Microsoft India,IT Services,145762.38,16-09-2023,Sales,NEFT,Invoice,2023,9,September,3,Q3,Strategic (₹50K–2L)
V012,Microsoft India,HR & Payroll,69334.09,07-05-2023,Operations,Credit Card,Invoice,2023,5,May,2,Q2,Strategic (₹50K–2L)
V005,Tech Mahindra,Legal & Compliance,85909.59,24-01-2023,Finance,Bank Transfer,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V011,Amazon Web Services,Telecom,55738.06,03-06-2023,R&D,Cheque,Invoice,2023,6,June,2,Q2,Strategic (₹50K–2L)
V019,DHL India,HR & Payroll,49049.8,09-11-2023,Operations,Unknown,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V008,Hexaware Technologies,Telecom,19601.47,06-02-2023,R&D,UPI,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V013,Oracle India,Legal & Compliance,13564.09,22-07-2023,Operations,Bank Transfer,Invoice,2023,7,July,3,Q3,Mid (₹10K–50K)
V010,Capgemini India,Telecom,5359.83,01-09-2023,Legal,Bank Transfer,Invoice,2023,9,September,3,Q3,Tail (<₹10K)
V019,DHL India,Logistics,67375.88,27-07-2023,Operations,Bank Transfer,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V003,Wipro Technologies,Legal & Compliance,13145.67,12-10-2023,IT,Bank Transfer,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V007,Mphasis,Logistics,26283.9,08-10-2023,Legal,UPI,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V020,Blue Dart Express,Telecom,10859.32,07-12-2023,Sales,Unknown,Invoice,2023,12,December,4,Q4,Mid (₹10K–50K)
V003,Wipro Technologies,Facilities,92798.66,17-11-2023,Legal,Credit Card,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
V008,Hexaware Technologies,Legal & Compliance,261440.3,13-02-2023,Administration,UPI,Invoice,2023,2,February,1,Q1,Critical (>₹2L)
V001,Tata Consultancy Services,Marketing,39227.61,06-09-2023,Legal,NEFT,Invoice,2023,9,September,3,Q3,Mid (₹10K–50K)
V010,Capgemini India,Cloud Infrastructure,14365.86,01-11-2023,R&D,UPI,Invoice,2023,11,November,4,Q4,Mid (₹10K–50K)
V009,COGNIZANT INDIA,Logistics,44703.95,23-06-2023,Marketing,RTGS,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V007,Mphasis,Logistics,133207.25,03-03-2023,Legal,Bank Transfer,Invoice,2023,3,March,1,Q1,Strategic (₹50K–2L)
V002,Infosys Ltd,Marketing,96320.32,14-08-2023,Finance,RTGS,Invoice,2023,8,August,3,Q3,Strategic (₹50K–2L)
V008,Hexaware Technologies,Logistics,24557.48,19-06-2023,Procurement,RTGS,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V011,Amazon Web Services,Legal & Compliance,52759.56,20-08-2023,Legal,RTGS,Invoice,2023,8,August,3,Q3,Strategic (₹50K–2L)
V009,Cognizant India,Logistics,8626.09,16-01-2023,Operations,RTGS,Invoice,2023,1,January,1,Q1,Tail (<₹10K)
V015,IBM INDIA,HR & Payroll,220318.27,22-08-2023,Administration,Bank Transfer,Invoice,2023,8,August,3,Q3,Critical (>₹2L)
V016,Reliance Jio,Legal & Compliance,18173.42,24-05-2023,Procurement,Unknown,Invoice,2023,5,May,2,Q2,Mid (₹10K–50K)
V006,L&T Infotech,Logistics,12877.17,01-04-2023,IT,Credit Card,Invoice,2023,4,April,2,Q2,Mid (₹10K–50K)
V019,DHL India,Marketing,97989.92,21-04-2023,R&D,Unknown,Invoice,2023,4,April,2,Q2,Strategic (₹50K–2L)
V014,SAP India,Telecom,10832.39,11-06-2023,IT,Unknown,Invoice,2023,6,June,2,Q2,Mid (₹10K–50K)
V010,Capgemini India,Facilities,22685.25,12-04-2023,Procurement,Bank Transfer,Invoice,2023,4,April,2,Q2,Mid (₹10K–50K)
V020,Blue Dart Express,HR & Payroll,82085.55,23-01-2023,Administration,Cheque,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V001,Tata Consultancy Services,Cloud Infrastructure,8778.75,22-11-2023,Administration,Credit Card,Invoice,2023,11,November,4,Q4,Tail (<₹10K)
V012,Microsoft India,Legal & Compliance,41615.2,15-10-2023,Sales,Bank Transfer,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V006,L&T Infotech,HR & Payroll,38421.66,23-03-2023,Sales,RTGS,Invoice,2023,3,March,1,Q1,Mid (₹10K–50K)
V013,Oracle India,Unknown,4163.63,17-08-2023,IT,Bank Transfer,Invoice,2023,8,August,3,Q3,Tail (<₹10K)
V004,HCL Technologies,Legal & Compliance,28289.71,13-10-2023,Legal,RTGS,Invoice,2023,10,October,4,Q4,Mid (₹10K–50K)
V008,Hexaware Technologies,Cloud Infrastructure,47520.24,17-02-2023,Finance,Cheque,Invoice,2023,2,February,1,Q1,Mid (₹10K–50K)
V008,Hexaware Technologies,Logistics,9963.72,17-09-2023,Operations,Unknown,Invoice,2023,9,September,3,Q3,Tail (<₹10K)
V018,BSNL,Telecom,65532.6,13-08-2023,HR,Unknown,Invoice,2023,8,August,3,Q3,Strategic (₹50K–2L)
V015,IBM India,Facilities,51621.16,24-02-2023,Administration,NEFT,Credit Note,2023,2,February,1,Q1,Strategic (₹50K–2L)
V018,bsnl,Marketing,109254.39,02-07-2023,Marketing,Unknown,Invoice,2023,7,July,3,Q3,Strategic (₹50K–2L)
V019,DHL India,Legal & Compliance,63229.37,22-01-2023,R&D,Unknown,Invoice,2023,1,January,1,Q1,Strategic (₹50K–2L)
V020,Blue Dart Express,HR & Payroll,8694.41,18-11-2023,Operations,Credit Card,Invoice,2023,11,November,4,Q4,Tail (<₹10K)
V017,Airtel Business,HR & Payroll,6483.17,10-08-2023,IT,UPI,Invoice,2023,8,August,3,Q3,Tail (<₹10K)
V013,Oracle India,Telecom,6159.64,07-02-2023,Legal,Bank Transfer,Invoice,2023,2,February,1,Q1,Tail (<₹10K)
V016,Reliance Jio,Telecom,697941.48,23-10-2023,Operations,Credit Card,Invoice,2023,10,October,4,Q4,Critical (>₹2L)
V018,BSNL,Facilities,214471.68,03-08-2023,IT,NEFT,Invoice,2023,8,August,3,Q3,Critical (>₹2L)
V005,Tech Mahindra,Marketing,141871.75,05-11-2023,IT,NEFT,Invoice,2023,11,November,4,Q4,Strategic (₹50K–2L)
